review_id,source,language,review_date,stay_nights,traveler_type,trip_purpose,country,room_type,rating_overall,rating_staff,rating_cleanliness,rating_comfort,rating_location,rating_facilities,rating_value_for_money,review_title,review_text,would_return
BKG-10187,Booking.com,fr,2025-08-21,3,Couple,Leisure,FR,Twin,8,9,8,7,7,7,8,Decent for short stay,Excellent coffee and nice terrace.,True
BKG-10142,Booking.com,it,2025-08-21,2,Business,Business,FR,Family Room,10,10,10,10,10,10,9,Great stay,"Perfect location, close to the lake.",True
BKG-10098,Booking.com,es,2025-08-22,2,Couple,Leisure,ES,Single,8,9,7,7,9,8,9,Decent for short stay,Excellent coffee and nice terrace.,True
BKG-10097,Booking.com,en,2025-08-22,1,Friends,Leisure,DE,Single,10,9,10,8,10,10,10,Great stay,Room was clean and comfortable. Check-in was quick and smooth.,True
BKG-10027,Booking.com,en,2025-08-22,5,Couple,Leisure,DE,Superior Double,9,8,7,9,9,6,8,Great stay,Check-in was quick and smooth. Good value for money.,True
BKG-10214,Booking.com,fr,2025-08-23,2,Solo,Leisure,DE,Standard Double,9,10,8,8,9,9,9,Great stay,Room was clean and comfortable.,True
BKG-10156,Booking.com,en,2025-08-23,2,Couple,Leisure,US,Standard Double,8,9,8,7,10,6,8,Decent for short stay,Great breakfast with fresh options.,True
BKG-10083,Booking.com,en,2025-08-23,1,Business,Business,DE,Standard Double,3,3,3,3,3,4,3,Could be better,Air conditioning was weak. Bathroom needed better cleaning.,False
BKG-10118,Booking.com,it,2025-08-23,4,Solo,Leisure,IT,Superior Double,7,8,7,7,7,6,6,Decent for short stay,Wi‑Fi kept disconnecting. Reception didn't predict my arrival time telepathically.,False
BKG-10109,Booking.com,it,2025-08-24,1,Solo,Leisure,IT,Superior Double,6,6,7,4,7,5,5,Could be better,Too expensive for what you get.,False
BKG-10019,Booking.com,it,2025-08-24,1,Family,Leisure,IT,Superior Double,2,2,2,3,3,2,4,Could be better,Too expensive for what you get. Bathroom needed better cleaning.,False
BKG-10138,Booking.com,en,2025-08-24,1,Business,Business,FR,Standard Double,7,5,7,7,8,8,7,Decent for short stay,Could hear noise from the corridor.,False
BKG-10079,Booking.com,en,2025-08-25,5,Solo,Business,IT,Twin,9,9,10,7,9,7,10,Great stay,"Staff was very kind and helpful. Perfect location, close to the lake.",True
BKG-10006,Booking.com,ru,2025-08-25,2,Business,Business,IT,Superior Double,9,8,9,9,9,10,9,Great stay,Good value for money. Staff was very kind and helpful.,True
BKG-10038,Booking.com,en,2025-08-25,2,Business,Business,CH,Superior Double,9,8,9,8,9,8,10,Great stay,Good value for money.,True
BKG-10024,Booking.com,en,2025-08-25,2,Couple,Business,CH,Standard Double,10,10,10,10,10,10,10,Great stay,Good value for money. Good value for money.,True
BKG-10188,Booking.com,it,2025-08-25,3,Couple,Leisure,ES,Superior Double,8,8,9,7,7,9,8,Decent for short stay,Good value for money.,True
BKG-10163,Booking.com,it,2025-08-26,3,Family,Leisure,NL,Superior Double,9,8,10,9,9,10,9,Great stay,Staff was very kind and helpful. Room was clean and comfortable.,True
BKG-10036,Booking.com,ru,2025-08-26,1,Couple,Leisure,UA,Standard Double,7,8,6,5,5,6,7,Decent for short stay,Air conditioning was weak. Bathroom needed better cleaning.,False
BKG-10108,Booking.com,pl,2025-08-26,1,Solo,Business,DE,Family Room,7,4,6,7,6,7,6,Decent for short stay,Bathroom needed better cleaning. Room was smaller than expected.,False
BKG-10096,Booking.com,fr,2025-08-26,1,Family,Leisure,FR,Standard Double,9,9,10,10,10,10,10,Great stay,Room was clean and comfortable.,True
BKG-10014,Booking.com,en,2025-08-26,1,Couple,Leisure,IT,Single,7,7,7,8,8,6,7,Decent for short stay,Wi‑Fi kept disconnecting.,False
BKG-10102,Booking.com,en,2025-08-28,2,Business,Business,IT,Twin,10,9,9,9,9,9,10,Great stay,"Quiet at night, slept really well.",True
BKG-10040,Booking.com,pl,2025-08-29,1,Family,Leisure,IT,Standard Double,10,9,10,10,10,10,9,Great stay,"Quiet at night, slept really well.",True
BKG-10094,Booking.com,it,2025-08-29,2,Solo,Leisure,US,Standard Double,1,3,1,3,1,2,1,Could be better,Air conditioning was weak.,False
BKG-10051,Booking.com,es,2025-08-29,3,Business,Business,IT,Twin,8,8,8,9,10,7,9,Decent for short stay,Check-in was quick and smooth.,True
BKG-10150,Booking.com,pl,2025-08-31,2,Family,Leisure,IT,Standard Double,10,10,10,10,9,10,9,Great stay,"Good value for money. I met my soulmate at breakfast, 11/10.",True
BKG-10033,Booking.com,en,2025-08-31,1,Couple,Leisure,IT,Family Room,10,10,8,10,10,9,10,Great stay,Excellent coffee and nice terrace. Good value for money.,True
BKG-10204,Booking.com,en,2025-08-31,1,Solo,Leisure,UA,Superior Double,10,8,10,10,10,10,10,Great stay,Staff was very kind and helpful.,True
BKG-10219,Booking.com,it,2025-09-01,3,Solo,Leisure,DE,Standard Double,10,8,10,10,10,10,10,Great stay,Staff was very kind and helpful.,True
BKG-10005,Booking.com,it,2025-09-01,3,Business,Business,DE,Twin,9,10,10,10,10,9,9,Great stay,Staff was very kind and helpful.,True
BKG-10115,Booking.com,en,2025-09-02,5,Solo,Leisure,IT,Superior Double,2,2,4,2,3,1,1,Could be better,Room was smaller than expected.,False
BKG-10135,Booking.com,it,2025-09-02,2,Solo,Leisure,FR,Twin,9,9,9,8,10,9,7,Great stay,Staff was very kind and helpful.,True
BKG-10169,Booking.com,fr,2025-09-02,2,Couple,Leisure,ES,Twin,10,10,10,8,10,10,10,Great stay,Staff was very kind and helpful.,True
BKG-10139,Booking.com,it,2025-09-04,1,Family,Leisure,FR,Twin,2,3,1,4,3,1,2,Could be better,Too expensive for what you get.,False
BKG-10009,Booking.com,de,2025-09-04,2,Solo,Leisure,FR,Twin,7,5,6,5,7,8,7,Decent for short stay,Bathroom needed better cleaning.,False
BKG-10206,Booking.com,uk,2025-09-05,2,Business,Business,IT,Standard Double,8,10,7,10,6,7,7,Decent for short stay,Staff was very kind and helpful.,True
BKG-10203,Booking.com,en,2025-09-05,1,Solo,Business,FR,Standard Double,7,6,5,7,7,6,6,Decent for short stay,Too expensive for what you get.,False
BKG-10202,Booking.com,de,2025-09-06,1,Family,Leisure,UA,Standard Double,8,10,9,8,9,8,8,Decent for short stay,Room was clean and comfortable.,True
BKG-10069,Booking.com,it,2025-09-06,2,Couple,Business,DE,Standard Double,8,7,7,6,9,9,8,Decent for short stay,Staff was very kind and helpful.,True
BKG-10041,Booking.com,fr,2025-09-06,1,Couple,Business,CH,Standard Double,9,10,7,10,10,8,9,Great stay,Room was clean and comfortable.,True
BKG-10103,Booking.com,fr,2025-09-06,3,Business,Business,DE,Standard Double,7,7,7,6,7,8,4,Decent for short stay,Wi‑Fi kept disconnecting.,False
BKG-10173,Booking.com,it,2025-09-07,1,Family,Leisure,UA,Superior Double,7,5,6,5,7,5,8,Decent for short stay,Air conditioning was weak.,False
BKG-10171,Booking.com,en,2025-09-07,2,Business,Business,DE,Superior Double,9,9,8,10,9,9,9,Great stay,Great breakfast with fresh options. Great breakfast with fresh options.,True
BKG-10068,Booking.com,de,2025-09-07,3,Couple,Business,CH,Superior Double,7,7,7,7,7,6,8,Decent for short stay,Too expensive for what you get.,False
BKG-10180,Booking.com,es,2025-09-08,3,Couple,Leisure,PL,Standard Double,10,8,9,10,8,9,10,Great stay,Great breakfast with fresh options.,True
